geoid,hu_own,hu_blt1970,hu_no_mor,hu_med_val,hu_ex_1000,edu,wh_race,hh_med_income,hh_gini_index,lihtc,hh_high_sf_own,hu_mwh,sol_instl,cluster
53033005802,0.17291666666666666,0.41458333333333336,0.0890625,470700,0.1796875,0.7225843558282209,0.7776073619631901,62639,0.4301,FALSE,0.21753857734286788,56.499821990805465,2.0833333333333335,2
53033006100,0.197778379842861,0.5705770793822812,0.10105662422107829,637800,0.239772419398537,0.7497604905154244,0.8363671201379574,76980,0.4818,FALSE,0.3024561403508772,42.95013065470869,3.251151449471688,2
53033006200,0.5291853752405388,0.8948043617703656,0.2931366260423348,772800,0.6459268762026941,0.6623184838789072,0.8678316514890475,131429,0.4231,FALSE,0.4676074406670943,48.2140707163565,16.03592046183451,3
53033006300,0.3813449023861171,0.897180043383948,0.2772234273318872,1050700,0.5678958785249457,0.7506014434643143,0.8696872493985566,132e3,0.5596,FALSE,0.43150966680378444,77.43632401959611,7.37527114967462,3
53033006400,0.4888408927285817,0.8509719222462203,0.23038156947444205,879600,0.6263498920086393,0.6956001197246333,0.8931457647410955,154868,0.433,FALSE,0.5807478122513922,47.93749842571126,17.998560115190784,3
53033006600,0.1032051282051282,0.4378205128205128,0.029487179487179487,472900,0.1076923076923077,0.8108786610878661,0.7701534170153417,82154,0.4158,FALSE,0.2847025495750708,46.439745303189966,0.9615384615384616,1
53033006700,0.1686887153066312,0.3656307129798903,0.04803058002326741,401300,0.17915904936014626,0.7893421052631578,0.6971052631578948,88719,0.3574,FALSE,0.3307655272026962,46.792463904222615,0.16619577862722287,1
53033007800,0.4620203602192639,0.6989036805011746,0.18128425998433828,740300,0.5505090054815975,0.6782485374933522,0.6800212728239674,137358,0.5248,FALSE,0.48120300751879697,39.833127262156914,15.270164447924824,3
53033007900,0.1715336859048057,0.44745918601977464,0.05449528627270637,403400,0.1715336859048057,0.7144465894465895,0.7487129987129987,57786,0.5239,FALSE,0.2171334431630972,37.073288994889566,1.1496895838123706,2
53033008900,0.27175043327556325,0.43258232235701904,0.0755632582322357,483200,0.27452339688041594,0.6235595390524968,0.5004268032437047,79953,0.5322,FALSE,0.3062438057482656,52.40499221144669,10.051993067590987,1
53033009100,0.008973858759266484,0.31369488880218493,0.02848224736636754,251400,0.006242684354272337,0.3460824359450427,0.18937987374675083,29464,0.4978,TRUE,0.08339272986457591,22.55664246475211,0,2
53033009300,0.3052555795536357,0.5457163426925846,0.09575233981281497,347500,0.2973362131029518,0.5247175141242938,0.5180084745762712,70458,0.4493,FALSE,0.2797335870599429,111.04981524376339,2.1598272138228944,1
53033009400,0.20234291799787008,0.43130990415335463,0.07188498402555911,359500,0.19462193823216187,0.4793956043956044,0.3444368131868132,47737,0.5202,FALSE,0.16841257050765512,53.22283461172195,3.993610223642172,2
53033009500,0.443961502638932,0.5995032598571872,0.11300838248990996,503600,0.4616578702266377,0.5687986033962863,0.6443421679098555,81676,0.5358,FALSE,0.3448825169255277,60.53376457235,10.55572803477181,3
53033009701,0.3162137951627351,0.6383995222454464,0.13884741713944462,618400,0.36518363690653927,0.7221352808207269,0.8732394366197183,82333,0.4854,FALSE,0.3212163579168123,93.24113142461059,6.569125111973723,3
53033009702,0.6904977375565611,0.8855203619909502,0.167420814479638,457500,0.6805429864253394,0.6311766797013865,0.8830430145751866,106319,0.3542,FALSE,0.39672429481346677,114.67220063069057,12.669683257918551,3
53033009900,0.38337882923870187,0.44070367000303307,0.07127691841067638,331700,0.3821656050955414,0.6869806094182825,0.7182429758607044,67277,0.3731,FALSE,0.24745098039215685,53.33331517816062,4.852896572641796,1
53033010001,0.2468503937007874,0.36968503937007874,0.05826771653543307,367200,0.2358267716535433,0.43237461373900643,0.31257428096030426,51316,0.4617,FALSE,0.21587088096839274,84.91579896224266,4.330708661417323,1
53033010002,0.17230169050715213,0.5299089726918076,0.0946033810143043,383700,0.16937581274382316,0.47239134998950244,0.5286584085660299,66458,0.3996,FALSE,0.21477663230240548,58.78316599611169,4.22626788036411,1
53033010100,0.3206324520476931,0.4191290824261275,0.09305339554173146,450500,0.324779678589943,0.5669034931912375,0.44271758436944936,59275,0.526,FALSE,0.23249909321726514,55.16232588312357,21.77293934681182,1
53033010402,0.19645340751043117,0.4113351877607789,0.1429068150208623,322000,0.19228094575799723,0.4633959371406669,0.2717516289766194,79432,0.3897,FALSE,0.27149321266968324,55.001635842573904,4.172461752433936,1
53033010500,0.24567395264116576,0.4255464480874317,0.07377049180327869,380700,0.2204007285974499,0.631428140551953,0.813602774845423,66794,0.4444,FALSE,0.2194763165636952,60.36613175273862,5.009107468123862,1
